	ActionName	ParentTaskId	TaskId	TaskCode	IsCreatedTask	Name	StartDateTime	FinishDateTime	*LCPL Text Generic UDF 01	*LCPL Text Generic UDF 12	~ SRA MaxDuration	~ SRA MinDuration	~SRA MaxDuration	~SRA MinDuration	~SRA Wet Weather	Comment	Comments	LPS-END-Postion	LPS-SHAPE-Code	LPS-START-Position	MSP Activity ID	Production	Quantity	Responsible	Stage	TC - Finish CH	TC - Shape Code	TC - Start CH	Text8	Turbo Chart - Shape Code	Unit of Measure	V1982 - APAM_Family	V1982 - APAM_Level	V1982 - APAM_Location	V1982 - APAM_Workset	V1982 - Car Parks	V1982 - Level	V1982 - Plant	V1982 - PROGRAM	V1982 Phase	V1982x Sub-Discipline (not used)	V1982x Work Area (not used)	VBU Production	VBU Production Measure	VBU Quantity	VBU Quantity Measure	zText_01
	None	3560421	16413119	CON.SP1.2560	False	PB - A5 - Pour Piers (2No)	4/03/2025 8:00 AM	4/03/2025 4:00 PM	CAL15		11	9			V1962 - 5d PH						1170												C1_001_L00.0 Ground Level	Pedestrian Bridge	APAM_ST_Concrete_Insitu			Concrete Pump	Main Program	Construction	301 FRP Structural Concrete						
	None	3560421	16413331	CON.SP1.2565	False	PB - A5 - Cure Piers Prior to Installing Crosshead Beam (2No)	5/03/2025 8:00 AM	12/03/2025 4:00 PM			11	9			V1962 - 5d PH						1173												C1_001_L00.0 Ground Level	Pedestrian Bridge	APAM_ST_Concrete_Insitu				Main Program	Construction							
	None	3560364	3560395		False	Superstructure	1/11/2024 8:00 AM	15/08/2025 4:00 PM																																							
	None	3560395	3560396		False	Sub-Zone A1 Hammerhead	1/11/2024 8:00 AM	15/08/2025 4:00 PM																																							
	None	3560396	3560455		False	Work Area 1	1/11/2024 8:00 AM	20/06/2025 4:00 PM																																							
	None	3560455	3560402		False	Structural Steel	1/11/2024 8:00 AM	20/06/2025 4:00 PM																																							
	None	3560402	16413121	CON.SP1.2101	False	PB - A1-1 - Install Floor Beams	1/11/2024 8:00 AM	16/11/2024 4:00 PM	CAL21		11	9			V1962 - 5d PH						1179												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork				Main Program	Construction	308 STL Structural - Steel	A1-1					PB-05
	None	3560402	16414564	CON.SP1.2102	False	PB - A1-1 - Erect Steel Columns & Primary Roofing Steel  (after modules are installed)	6/06/2025 8:00 AM	20/06/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1180												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork				Main Program	Construction	301 FRP Structural Concrete	A1-1					
	None	3560455	3560422		False	Concrete Deck	19/11/2024 8:00 AM	28/11/2024 4:00 PM																																							
	None	3560422	16413122	CON.SP1.2103	False	PB - A1-1 - Install Bondek	19/11/2024 8:00 AM	21/11/2024 4:00 PM	CAL21		11	9			V1962 - 5d PH						1184												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Concrete_Insitu				Main Program	Construction	316 DCK Structural Decking	A1-1					PB-07
	None	3560422	16413123	CON.SP1.2104	False	PB - A1-1 -FRP Concrete Deck	22/11/2024 8:00 AM	28/11/2024 4:00 PM			11	9			V1962 - 5d PH						1182												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Concrete_Insitu				Main Program	Construction	301 FRP Structural Concrete	A1-1					PB-07
	None	3560396	3560456		False	Work Area 2	31/07/2025 8:00 AM	15/08/2025 4:00 PM																																							
	None	3560456	3560443		False	Structural Steel	31/07/2025 8:00 AM	15/08/2025 4:00 PM																																							
	None	3560443	16413149	CON.SP1.2201	False	PB - A1-2 - Install Floor Beams	31/07/2025 8:00 AM	2/08/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1187												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork				Main Program	Construction	308 STL Structural - Steel	A1-2					
	None	3560443	16413152	CON.SP1.2202	False	PB - A1-2 - Erect Steel Columns and Roofing for A1 Hammerhead Area 2	11/08/2025 8:00 AM	15/08/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1188												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork				Main Program	Construction	315 ROF Structural Roofing	A1-2					
	None	3560456	3560444		False	Concrete Deck	5/08/2025 8:00 AM	9/08/2025 4:00 PM																																							
	None	3560444	16413150	CON.SP1.2204	False	PB - A1-2 - Install Bondek	5/08/2025 8:00 AM	6/08/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1192												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Concrete_Insitu				Main Program	Construction	316 DCK Structural Decking	A1-2					
	None	3560444	16413151	CON.SP1.2205	False	PB - A1-2 - FRP Level 2 Concrete Deck	7/08/2025 8:00 AM	9/08/2025 4:00 PM			11	9			V1962 - 5d PH						1190												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Concrete_Insitu				Main Program	Construction	301 FRP Structural Concrete	A1-2					PB-07
	None	3560395	3560397		False	Span A1 to A2	29/01/2025 8:00 AM	28/06/2025 4:00 PM																																							
	None	3560397	3560423		False	Structural Steel	29/01/2025 8:00 AM	31/01/2025 4:00 PM																																							
	None	3560423	16413154	CON.SP1.2012	False	PB - A1-A2 - Install Floor Beams (Night Works)	29/01/2025 8:00 AM	31/01/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1195												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork			Mobile Crane	Main Program	Construction	308 STL Structural - Steel						
	None	3560397	3560445		False	Modular Segments	28/05/2025 8:00 AM	6/06/2025 4:00 PM																																							
	None	3560445	16413124	CON.SP1.2112	False	PB - A1-A2 - Install Modular Segments Inc. Bondek, Facade Glazing & Roof (Night Works)	28/05/2025 8:00 AM	5/06/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1181	4	2								No		C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork			Mobile Crane	Main Program	Construction	435 MDU Modular Units						PB-06
	None	3560445	16413153	CON.SP1.2312	False	PB - A1-A2 - Splice Modules and Seal Gaps	6/06/2025 8:00 AM	6/06/2025 4:00 PM			11	9			V1962 - 5d PH						1074												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork				Main Program	Construction	435 MDU Modular Units						
	None	3560397	3560424		False	Concrete Deck	26/06/2025 8:00 AM	28/06/2025 4:00 PM																																							
	None	3560424	16413125	CON.SP1.2412	False	PB - A1-A2 - FRP Concrete Deck	26/06/2025 8:00 AM	28/06/2025 4:00 PM			11	9			V1962 - 5d PH						1204		50								M3		C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Concrete_Insitu				Main Program	Construction	301 FRP Structural Concrete						PB-07
	None	3560395	3560398		False	Span A2 to A3	1/02/2025 8:00 AM	25/06/2025 4:00 PM																																							
	None	3560398	3560425		False	Structural Steel	1/02/2025 8:00 AM	4/02/2025 4:00 PM																																							
	None	3560425	16413126	CON.SP1.2023	False	PB - A2-A3 - Install Floor Beams (Night Works)	1/02/2025 8:00 AM	4/02/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1198												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork			Mobile Crane	Main Program	Construction	308 STL Structural - Steel						
	None	3560398	3560446		False	Modular Segments	16/05/2025 8:00 AM	27/05/2025 4:00 PM																																							
	None	3560446	16413155	CON.SP1.2123	False	PB - A2-A3 -  Install Modular Segments Inc. Bondek, Facade Glazing & Roof (Night Works)	16/05/2025 8:00 AM	24/05/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1210												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork			Mobile Crane	Main Program	Construction	435 MDU Modular Units						PB-06
	None	3560446	16413156	CON.SP1.2223	False	PB - A2-A3 - Splice Modules and Seal Gaps	27/05/2025 8:00 AM	27/05/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1071												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork				Main Program	Construction	435 MDU Modular Units						
	None	3560398	3560426		False	Concrete Deck	21/06/2025 8:00 AM	25/06/2025 4:00 PM																																							
	None	3560426	16413127	CON.SP1.2323	False	PB - A2-A3 - FRP Concrete Deck	21/06/2025 8:00 AM	25/06/2025 4:00 PM			11	9			V1962 - 5d PH						1206												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Concrete_Insitu				Main Program	Construction	301 FRP Structural Concrete						PB-07
	None	3560395	3560399		False	Span A3 to A4	13/03/2025 8:00 AM	20/06/2025 4:00 PM																																							
	None	3560399	3560427		False	Structural Steel	13/03/2025 8:00 AM	15/03/2025 4:00 PM																																							
	None	3560427	16413128	CON.SP1.2034	False	PB - A3-A4 - Install Floor Beams (Night Works)	13/03/2025 8:00 AM	15/03/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1201												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork			Mobile Crane	Main Program	Construction	308 STL Structural - Steel						
	None	3560399	3560447		False	Modular Segments	5/05/2025 8:00 AM	15/05/2025 4:00 PM																																							
	None	3560447	16413157	CON.SP1.2134	False	PB - A3-A4 -  Install Modular Segments Inc. Bondek, Facade Glazing & Roof (Night Works)	5/05/2025 8:00 AM	14/05/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1216												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork			Mobile Crane	Main Program	Construction	435 MDU Modular Units						PB-06
	None	3560447	16413158	CON.SP1.2234	False	PB - A3-A4 - Splice Modules and Seal Gaps	15/05/2025 8:00 AM	15/05/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1073												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork				Main Program	Construction	435 MDU Modular Units						
	None	3560399	3560428		False	Concrete Deck	18/06/2025 8:00 AM	20/06/2025 4:00 PM																																							
	None	3560428	16413129	CON.SP1.2334	False	PB - A3-A4 - FRP Concrete Deck	18/06/2025 8:00 AM	20/06/2025 4:00 PM			11	9			V1962 - 5d PH						1212												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Concrete_Insitu				Main Program	Construction	301 FRP Structural Concrete						PB-07
	None	3560395	3560400		False	Span A4 to A5	17/03/2025 8:00 AM	17/06/2025 4:00 PM																																							
	None	3560400	3560429		False	Structural Steel	17/03/2025 8:00 AM	19/03/2025 4:00 PM																																							
	None	3560429	16413130	CON.SP1.2045	False	PB - A4-A5 - Install Floor Beams (Night Works)	17/03/2025 8:00 AM	19/03/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1199												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork			Mobile Crane	Main Program	Construction	308 STL Structural - Steel						
	None	3560400	3560448		False	Modular Segments	31/03/2025 8:00 AM	3/05/2025 4:00 PM																																							
	None	3560448	16413159	CON.SP1.2645	False	PB - A4-A5 -  Install Modular Segments Inc. Bondek, Facade Glazing & Roof (Night Works)	31/03/2025 8:00 AM	2/05/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1223												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork			Mobile Crane	Main Program	Construction	435 MDU Modular Units						PB-06
	None	3560448	16413160	CON.SP1.2745	False	PB - A4-A5 - Splice Modules and Seal Gaps	3/05/2025 8:00 AM	3/05/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1070												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork				Main Program	Construction	435 MDU Modular Units						
	None	3560400	3560430		False	Concrete Deck	14/06/2025 8:00 AM	17/06/2025 4:00 PM																																							
	None	3560430	16413131	CON.SP1.2845	False	PB - A4-A5 - FRP Concrete Deck	14/06/2025 8:00 AM	17/06/2025 4:00 PM			11	9			V1962 - 5d PH						1218												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Concrete_Insitu				Main Program	Construction	301 FRP Structural Concrete						PB-07
	None	3560395	3560401		False	Span A5 to Departure Forecourt	29/01/2025 8:00 AM	13/06/2025 4:00 PM																																							
	None	3560401	3560452		False	Departure Drive Bridge Connection (Level2)	29/01/2025 8:00 AM	5/02/2025 4:00 PM																																							
	None	3560452	16413168	CON.SP1.2005	False	PB - A5-L2D - Set Up Work Area	29/01/2025 8:00 AM	30/01/2025 4:00 PM			11	9			V1962 - 5d PH						1228												C1_001_L02.0 Level 2	Pedestrian Bridge	Work Areas - Set-up Barriers & Hoarding				Main Program	Construction	100 GNP General Site Preparations						
	None	3560452	16413169	CON.SP1.2015	False	PB - A5-L2D - Demolish Existing Concrete	31/01/2025 8:00 AM	1/02/2025 4:00 PM			11	9			V1962 - 5d PH						1229												C1_001_L02.0 Level 2	Pedestrian Bridge	xxx  Demo				Main Program	Construction							
	None	3560452	16413170	CON.SP1.2025	False	PB - A5-L2D - Install Steel Support Beams	3/02/2025 8:00 AM	5/02/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1230												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork			Mobile Crane	Main Program	Construction	308 STL Structural - Steel						
	None	3560401	3560431		False	Structural Steel	20/03/2025 8:00 AM	22/03/2025 4:00 PM																																							
	None	3560431	16413132	CON.SP1.2035	False	PB - A5-L2D - Install Floor Beams (Night Works)	20/03/2025 8:00 AM	22/03/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1200												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork			Mobile Crane	Main Program	Construction	308 STL Structural - Steel						
	None	3560401	3560451		False	Modular Segments	25/03/2025 8:00 AM	29/03/2025 4:00 PM																																							
	None	3560451	16413166	CON.SP1.2055	False	PB - A5-L2D -  Install Modular Segments Inc. Bondek, Facade Glazing & Roof (Night Works)	25/03/2025 8:00 AM	28/03/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1233												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork			Mobile Crane	Main Program	Construction	435 MDU Modular Units						
	None	3560451	16413167	CON.SP1.2065	False	PB - A5-L2D - Splice Modules and Seal Gaps	29/03/2025 8:00 AM	29/03/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1072												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Steelwork				Main Program	Construction	435 MDU Modular Units						
	None	3560401	3560432		False	Concrete Deck	11/06/2025 8:00 AM	13/06/2025 4:00 PM																																							
	None	3560432	16413133	CON.SP1.2075	False	PB - A5-L2D - FRP Concrete Deck	11/06/2025 8:00 AM	13/06/2025 4:00 PM			11	9			V1962 - 5d PH						1225												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_ST_Concrete_Insitu				Main Program	Construction	301 FRP Structural Concrete						PB-07
	None	3560364	3560434		False	Roofing Finishes	27/05/2025 8:00 AM	22/08/2025 4:00 PM																																							
	None	3560434	3560756		False	A2 to A5 (Modular Walkway Section)	27/05/2025 8:00 AM	16/06/2025 4:00 PM																																							
	None	3560756	16413067	CON.SP1.2501	False	PB - Install Skylights	27/05/2025 8:00 AM	6/06/2025 4:00 PM	CAL15		11	9			V1962 - 5d PH						1237	0.5	7								EA		C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_AR_Building_Envelope				Main Program	Construction	408 RFC Roofing						PB-09
	None	3560756	16413161	CON.SP1.2502	False	PB - Complete Sealing of Roof Post Module Installation (Watertight)	2/06/2025 8:00 AM	6/06/2025 4:00 PM	CAL15		11	9			V1962 - 5d PH						1035												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_AR_Building_Envelope				Main Program	Construction	308 STL Structural - Steel						PB-09
	None	3560756	16413134	CON.SP1.2503	False	PB - Remove Temporary Works for Fall/Drop Protection over Traffic (Night)	11/06/2025 8:00 AM	16/06/2025 4:00 PM			11	9			V1962 - 5d PH						1033												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_AR_Building_Envelope				Main Program	Construction	408 RFC Roofing						PB-09
	None	3560434	3560757		False	A1 (Hammerhead)	21/06/2025 8:00 AM	22/08/2025 4:00 PM																																							
	None	3560757	3560758		False	Work Area 1	21/06/2025 8:00 AM	23/07/2025 4:00 PM																																							
	None	3560758	16414695	CON.SP1.2504	False	PB - A1-1 - Install Roofing for Work Area 1	21/06/2025 8:00 AM	23/07/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1240	100	1000								m2		C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_AR_Building_Envelope				Main Program	Construction	301 FRP Structural Concrete	A1-1					PB-11
	None	3560757	3560759		False	Work Area 2	16/08/2025 8:00 AM	22/08/2025 4:00 PM																																							
	None	3560759	16414696	CON.SP1.2506	False	PB - A1-2 - Install Roofing for Work Area 2	16/08/2025 8:00 AM	22/08/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1242												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_AR_Building_Envelope				Main Program	Construction	301 FRP Structural Concrete	A1-1					PB-11
	None	3560364	3560433		False	External Facade Finishes	14/06/2025 8:00 AM	26/08/2025 4:00 PM																																							
	None	3560433	3560760		False	A2 to A5 (Modular Section)	14/06/2025 8:00 AM	30/07/2025 4:00 PM																																							
	None	3560760	16413162	CON.SP1.2507	False	PB - Install Underside Cladding & Complete Joints Betweeen Modules (Night)	14/06/2025 8:00 AM	30/07/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1032												C1_001_L02.0 Level 2	Pedestrian Bridge	APAM_AR_Building_Envelope				Main Program	Construction	403 BGA Cladding						PB-08
	None	3560433	3560761		False	A1 (Hammerhead)	24/07/2025 8:00 AM	26/08/2025 4:00 PM																																							
	None	3560761	3560762		False	Work Area 1	24/07/2025 8:00 AM	31/07/2025 4:00 PM																																							
	None	3560762	16413447	CON.SP1.2508	False	PB - A1-1 Install facade Glazing for Hammerhead Work Area 1 ( Watertight)	24/07/2025 8:00 AM	31/07/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1034												C1_001_L02.0 Level 2	Pedestrian Bridge	xxx  Facade & Glazing				Main Program	Construction	403 BGA Cladding						PB-10
	None	3560761	3560763		False	Work Area 2	23/08/2025 8:00 AM	26/08/2025 4:00 PM																																							
	None	3560763	16413448	CON.SP1.2509	False	PB - A1-2 Install facade Glazing for Hammerhead Work Area 2 (Watertight)	23/08/2025 8:00 AM	26/08/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1040												C1_001_L02.0 Level 2	Pedestrian Bridge	xxx  Facade & Glazing				Main Program	Construction	403 BGA Cladding						PB-10
	None	3560358	3560359		False	New Gateway	15/06/2024 8:00 AM	25/07/2025 4:00 PM																																							
	None	3560359	3560466		False	Key Dates & Summary	15/06/2024 8:00 AM	25/07/2025 4:00 PM																																							
	None	3560466	16413210	CON.SP1.2701	False	GW - Gateway: Start	15/06/2024 8:00 AM	15/06/2024 8:00 AM			11	9			V1962 - 5d PH						974																		Main Program	Construction							
	None	3560466	16413212	CON.SP1.2702	False	(LOE) GW - Gateway: Overall Duration	15/06/2024 8:00 AM	25/07/2025 4:00 PM			11	9			V1962 - 5d PH						1262																		Main Program	Construction							
	None	3560466	16414375	CON.SP1.2703	False	GW - Gateway: Primary Structure Complete (Can Start Rear VT)	24/01/2025 4:00 PM	24/01/2025 4:00 PM			11	9			V1962 - 5d PH						1264																		Main Program	Construction							
	None	3560466	16413211	CON.SP1.2704	False	GW - Gateway: Finish	7/06/2025 4:00 PM	7/06/2025 4:00 PM			11	9			V1962 - 5d PH						1252																		Main Program	Construction							
	None	3560466	16414235	CON.SP1.2705	False	GW - Gateway: Contractor Risk Allowance (12.5% Duration)	9/06/2025 8:00 AM	25/07/2025 4:00 PM			11	9			V1962 - 5d PH		1/12/23: Reduce to zero, was 32 days				1263																		Main Program	Construction							
	None	3560466	16414234	CON.SP1.2706	False	GW - Gateway: Net Finish	25/07/2025 4:00 PM	25/07/2025 4:00 PM			11	9			V1962 - 5d PH						961																		Main Program	Construction							
	None	3560359	3560472		False	Establishment & Demolition	15/06/2024 8:00 AM	1/07/2024 4:00 PM																																							
	None	3560472	16413213	CON.SP1.2707	False	GW - Erect Hoarding & Carpark Diversions	15/06/2024 8:00 AM	20/06/2024 4:00 PM	CAL15		11	9			V1962 - 5d PH						1267												C1_001_L00.0 Ground Level	L0 Gateway Space	Work Areas - Set-up Barriers & Hoarding				Main Program	Construction							
	None	3560472	16413549	CON.SP1.2708	False	GW - Relocate Fire service	15/06/2024 8:00 AM	20/06/2024 4:00 PM	CAL15		11	9			V1962 - 5d PH						1269												C1_001_L00.0 Ground Level	L0 Gateway Space	APAM_FI_Wet_Pipework				Main Program	Construction							
	None	3560472	16413214	CON.SP1.2709	False	GW - Demolish Existing Stairwells (2no)	21/06/2024 8:00 AM	29/06/2024 4:00 PM	CAL15		11	9			V1962 - 5d PH						1268												C1_001_L00.0 Ground Level	L0 Gateway Space	xxx  Demo				Main Program	Construction							
	None	3560472	16413215	CON.SP1.2710	False	GW - Demolish Pavement	1/07/2024 8:00 AM	1/07/2024 4:00 PM			11	9			V1962 - 5d PH						1270												C1_001_L00.0 Ground Level	L0 Gateway Space	xxx  Demo				Main Program	Construction							
	None	3560359	3560467		False	Structure	16/07/2024 8:00 AM	24/01/2025 4:00 PM																																							
	None	3560467	16413044	CON.SP1.2711	False	GW - Piling (23No)	16/07/2024 8:00 AM	29/07/2024 4:00 PM	CAL15		11	9			V1962 - 5d PH						1273	3	23								No		C1_001_L00.0 Ground Level	Central IFT VT	APAM_ST_Foundations				Main Program	Construction							GW-01
	None	3560467	16413046	CON.SP1.2712	False	GW - FRP Ground Beams	30/07/2024 8:00 AM	20/08/2024 4:00 PM	CAL15		11	9			V1962 - 5d PH						1276												C1_001_L00.0 Ground Level	Central IFT VT	APAM_ST_Concrete_Insitu				Main Program	Construction							GW-02
	None	3560467	16413550	CON.SP1.2713	False	GW - FRP Temporary Ground Beams	21/08/2024 8:00 AM	26/08/2024 4:00 PM			11	9			V1962 - 5d PH						1275												C1_001_L00.0 Ground Level	Central IFT VT	APAM_ST_Concrete_Insitu				Main Program	Construction							GW-02
	None	3560467	16413045	CON.SP1.2714	False	GW - Install Precast Wall Panels - 1st Lift	27/08/2024 8:00 AM	6/09/2024 4:00 PM	CAL21		11	9			V1962 - 5d PH						1274												C1_001_L00.0 Ground Level	Central IFT VT	APAM_ST_Concrete_Precast				Main Program	Construction							GW-03
	None	3560467	16413216	CON.SP1.2715	False	GW - FRP Ground Floor Slabs	10/09/2024 8:00 AM	18/09/2024 4:00 PM			11	9			V1962 - 5d PH						1283												C1_001_L00.0 Ground Level	Central IFT VT	APAM_ST_Concrete_Insitu				Main Program	Construction							GW-02
	None	3560467	16413217	CON.SP1.2716	False	GW - FRP Suspended Lift Shaft Pit	19/09/2024 8:00 AM	9/10/2024 4:00 PM	CAL15		11	9			V1962 - 5d PH						1284												C1_001_L01.0 Level 1	L1 Gateway Space	APAM_ST_Foundations				Main Program	Construction							
	None	3560467	16413218	CON.SP1.2717	False	GW - Install Precast Wall Panels - 2nd & 3rd Lift	10/10/2024 8:00 AM	23/10/2024 4:00 PM	CAL21		11	9			V1962 - 5d PH						1278												C1_001_L01.0 Level 1	L2 Gateway Space	APAM_ST_Concrete_Precast				Main Program	Construction							
	None	3560467	16413047	CON.SP1.2718	False	GW - Install Structural Steel Columns and Beams - Level 2	24/10/2024 8:00 AM	7/11/2024 4:00 PM	CAL21		11	9			V1962 - 5d PH						1277												C1_001_L02.0 Level 2	L0 Gateway Space	APAM_ST_Steelwork				Main Program	Construction							GW-04
	None	3560467	16413219	CON.SP1.2719	False	GW - Install Structural Steel Columns and Beams - Lift Shaft	8/11/2024 8:00 AM	13/11/2024 4:00 PM	CAL21		11	9			V1962 - 5d PH						1285												C1_001_LXX.0 Multi Level	L0 Gateway Space	APAM_ST_Steelwork				Main Program	Construction							GW-04
	None	3560467	16413222	CON.SP1.2720	False	GW - Install Structural Steel for Level 3 Fire Stairs (2no) (Slab infill)	14/11/2024 8:00 AM	20/11/2024 4:00 PM	CAL21		11	9			V1962 - 5d PH						1282												C1_001_L03.0 Level 3	L3 Gateway Space	APAM_ST_Steelwork				Main Program	Construction							
	None	3560467	16413049	CON.SP1.2721	False	GW - FRP Stairs (2no)	21/11/2024 8:00 AM	4/12/2024 4:00 PM	CAL15		11	9			V1962 - 5d PH						1281												C1_001_LXX.0 Multi Level	L0 Gateway Space	APAM_ST_Concrete_Insitu				Main Program	Construction							
	None	3560467	16413220	CON.SP1.2722	False	GW - Install Structural Steel Columns and Beams - Level 3	5/12/2024 8:00 AM	10/12/2024 4:00 PM	CAL21		11	9			V1962 - 5d PH						1280												C1_001_L03.0 Level 3	L3 Gateway Space	APAM_ST_Steelwork				Main Program	Construction							GW-04
	None	3560467	16413048	CON.SP1.2723	False	GW - FRP Suspended Slab - Level 2	11/12/2024 8:00 AM	13/12/2024 4:00 PM			11	9			V1962 - 5d PH						1279												C1_001_L02.0 Level 2	L2 Gateway Space	APAM_ST_Concrete_Insitu				Main Program	Construction							
	None	3560467	16413221	CON.SP1.2724	False	GW - FRP Suspended Slab - Level 3	14/12/2024 8:00 AM	17/12/2024 4:00 PM			11	9			V1962 - 5d PH						1286												C1_001_L03.0 Level 3	L3 Gateway Space	APAM_ST_Concrete_Insitu				Main Program	Construction							
	None	3560467	16413551	CON.SP1.2725	False	GW - Install New Escalators (lift into place)	14/01/2025 8:00 AM	18/01/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1287												C1_001_L02.0 Level 2	L2 Gateway Space	APAM_ME_Equipment				Main Program	Construction							
	None	3560467	16413223	CON.SP1.2726	False	GW - Install Structural Steel for Roof	20/01/2025 8:00 AM	24/01/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1265												C1_001_L05.0 Level 5	L5 Gateway Space	APAM_ST_Steelwork				Main Program	Construction							GW-04
	None	3560359	3560468		False	Roofing	29/01/2025 8:00 AM	25/02/2025 4:00 PM																																							
	None	3560468	16413050	CON.SP1.2727	False	GW - Install Roof Covering  (inc Roof safety system & skylight) (L3 slabs complete)	29/01/2025 8:00 AM	25/02/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1291												C1_001_L05.0 Level 5	L5 Gateway Space	APAM_ST_Structural_General				Main Program	Construction							GW-05
	None	3560359	3560469		False	Facade	29/01/2025 8:00 AM	25/02/2025 4:00 PM																																							
	None	3560469	16413209	CON.SP1.2728	False	GW - Install Facade & Glazing	29/01/2025 8:00 AM	25/02/2025 4:00 PM	CAL21		11	9			V1962 - 5d PH						1294												C1_001_L03.0 Level 3	L3 Gateway Space	xxx  Facade & Glazing				Main Program	Construction							GW-06
	None	3560359	3560470		False	Lifts & Escalators	26/02/2025 8:00 AM	26/05/2025 4:00 PM																																							
	None	3560470	16413051	CON.SP1.2729	False	GW - Install Escalators	26/02/2025 8:00 AM	1/04/2025 4:00 PM			11	9			V1962 - 5d PH						1297												C1_001_L02.0 Level 2	L2 Gateway Space	APAM_ME_Equipment				Main Program	Construction							GW-07
	None	3560470	16413053	CON.SP1.2730	False	GW - Install Lift Equipment	26/02/2025 8:00 AM	20/05/2025 4:00 PM			11	9			V1962 - 5d PH						1299												C1_001_L03.0 Level 3	L03 Gateway Space Lift Core	APAM_ME_Equipment				Main Program	Construction							GW-07
	None	3560470	16413052	CON.SP1.2731	False	GW - Escalator Testing & Commissioning	2/04/2025 8:00 AM	7/04/2025 4:00 PM			11	9			V1962 - 5d PH						1298																		Main Program	Construction							GW-07
	None	3560470	16413055	CON.SP1.2732	False	GW - Lift Testing & Commissioning	21/05/2025 8:00 AM	26/05/2025 4:00 PM			11	9			V1962 - 5d PH						1300																		Main Program	Construction							GW-07
